Title,Note,URL,Comment
Mr Soysauce Chinese,,https://www.google.com/maps/place/Mr+Soysauce+Chinese/data=!4m2!3m1!1s0x8640bf797bf72655:0x79e19bf60cf3c011,
Swamp City,,https://www.google.com/maps/place/Swamp+City/data=!4m2!3m1!1s0x8640c805dcb4a261:0xe67d93957c3f9c29,
Kim Son,,https://www.google.com/maps/place/Kim+Son/data=!4m2!3m1!1s0x8640dd317851c7f1:0x2ab29abc9bc13af7,
The Rice Box,,https://www.google.com/maps/place/The+Rice+Box/data=!4m2!3m1!1s0x8640c156beb901df:0xe6a31f02ae539762,
Lees Den,,https://www.google.com/maps/place/Lees+Den/data=!4m2!3m1!1s0x8640c1adc0d65cff:0x60bbf465ce813465,
Lotus Seafood,,https://www.google.com/maps/place/Lotus+Seafood/data=!4m2!3m1!1s0x8640dceed9864ac7:0x18847f8fa2715d,
Grimaldi's Pizzeria,,https://www.google.com/maps/place/Grimaldi's+Pizzeria/data=!4m2!3m1!1s0x8640c4b2d75a4b5d:0x7ab39974df41af6e,
Gyu-Kaku Japanese BBQ,,https://www.google.com/maps/place/Gyu-Kaku+Japanese+BBQ/data=!4m2!3m1!1s0x8640bf4035314db9:0xa6a61408ff74f097,
LA Crawfish,,https://www.google.com/maps/place/LA+Crawfish/data=!4m2!3m1!1s0x8640c48bb692337b:0xd2772d98637bc4c2,
Graffiti Raw,,https://www.google.com/maps/place/Graffiti+Raw/data=!4m2!3m1!1s0x8640bf23edb60985:0x43357aa8e4e26f7c,
Tout Suite,,https://www.google.com/maps/place/Tout+Suite/data=!4m2!3m1!1s0x8640bed8f266310d:0xf2be062ecea4822f,
State of Grace,,https://www.google.com/maps/place/State+of+Grace/data=!4m2!3m1!1s0x8640c0e61c934627:0xd65ff2da064aa93c,
Adair Kitchen,,https://www.google.com/maps/place/Adair+Kitchen/data=!4m2!3m1!1s0x8640c1431f378703:0xb913193f7a5975b4,
Zanti Cucina Italiana - River Oaks,,https://www.google.com/maps/place/Zanti+Cucina+Italiana+-+River+Oaks/data=!4m2!3m1!1s0x8640c1642eead59d:0xc88fb4f24a86d055,
Cali,,https://www.google.com/maps/place/Cali/data=!4m2!3m1!1s0x8640c5b16ab3bad1:0x2ec9c007616e391b,
The Wing Boss,,https://www.google.com/maps/place/The+Wing+Boss/data=!4m2!3m1!1s0x8640bf1f2c96bda3:0x571425db697d3c,
Aladdin Mediterranean Grill,,https://www.google.com/maps/place/Aladdin+Mediterranean+Grill/data=!4m2!3m1!1s0x8640c7525a5c98f1:0x5a6885774561e0a3,
Tamashi,,https://www.google.com/maps/place/Tamashi/data=!4m2!3m1!1s0x8640c6a33468331f:0x87162141515fb61f,
Tiger Den,,https://www.google.com/maps/place/Tiger+Den/data=!4m2!3m1!1s0x8640c2cf3a38448d:0x8c50bea41f26ebe6,
Doña Leti’s,,https://www.google.com/maps/place/Do%C3%B1a+Leti%E2%80%99s/data=!4m2!3m1!1s0x8640c7b4c9148749:0xe7225175260ef0da,
The Hot Bagel Shop,,https://www.google.com/maps/place/The+Hot+Bagel+Shop/data=!4m2!3m1!1s0x8640c095f401e521:0x8a18c3f1731a854e,
Monarch,,https://www.google.com/maps/place/Monarch/data=!4m2!3m1!1s0x8640bf81bf49e44d:0x50aa7b87c0ac05f8,
Gao’s Crab,,https://www.google.com/maps/place/Gao%E2%80%99s+Crab/data=!4m2!3m1!1s0x8640c2cfc1b75b81:0x45c93e89133ce815,
Spicy Girl,,https://www.google.com/maps/place/Spicy+Girl/data=!4m2!3m1!1s0x8640bf1f92d005fd:0x45d6d633c2043b04,
Bon KBBQ (Jin Korean BBQ),,https://www.google.com/maps/place/Bon+KBBQ+(Jin+Korean+BBQ)/data=!4m2!3m1!1s0x8640c2b3af1ba531:0x244762a3c43e68ec,
San Dong Noodle House,,https://www.google.com/maps/place/San+Dong+Noodle+House/data=!4m2!3m1!1s0x8640c2ce68aeb389:0x16e25a4685d55e7f,
Myung Dong Kyoja (MDK Noodles),,https://www.google.com/maps/place/Myung+Dong+Kyoja+(MDK+Noodles)/data=!4m2!3m1!1s0x8640c30a993ea871:0x450d6bea6cc55f16,
Golden Dumpling House,,https://www.google.com/maps/place/Golden+Dumpling+House/data=!4m2!3m1!1s0x8640c2ce34458fef:0xb28db79faecba1dc,
Ohn Korean Eatery,,https://www.google.com/maps/place/Ohn+Korean+Eatery/data=!4m2!3m1!1s0x8640c2c53535b8a7:0x256f6ebea48f762b,
Taste Bar + Kitchen - Downtown,,https://www.google.com/maps/place/Taste+Bar+%2B+Kitchen+-+Downtown/data=!4m2!3m1!1s0x8640bf25504231a1:0x54a656586fb8ab7c,
Oishii,,https://www.google.com/maps/place/Oishii/data=!4m2!3m1!1s0x8640c1028be96f37:0xd4ef18733b75bdda,
Doña Leti’s,,https://www.google.com/maps/place/Do%C3%B1a+Leti%E2%80%99s/data=!4m2!3m1!1s0x8640ed2baea3b1d7:0x668b6bd406deeb5d,
Burger Bodega,,https://www.google.com/maps/place/Burger+Bodega/data=!4m2!3m1!1s0x8640c12be0aec60b:0xd464ca8e7529a09a,
Hugo's,,https://www.google.com/maps/place/Hugo's/data=!4m2!3m1!1s0x8640c09950be9c59:0x92e89a01444d0627,
Grace's,,https://www.google.com/maps/place/Grace's/data=!4m2!3m1!1s0x8640c0ed92922b71:0x7dd71280857c5f7c,
MAX's Wine Dive,,https://www.google.com/maps/place/MAX's+Wine+Dive/data=!4m2!3m1!1s0x8640c0b34ddc1ad5:0x29eb0b4ffe53f059,
Bar 2200,,https://www.google.com/maps/place/Bar+2200/data=!4m2!3m1!1s0x8640c08c961961eb:0xb5307666b525506c,
A Ma Maniere Eats,,https://www.google.com/maps/place/A+Ma+Maniere+Eats/data=!4m2!3m1!1s0x8640c14e1692e1c9:0xd62d2896ff9513d0,
Weights + Measures,,https://www.google.com/maps/place/Weights+%2B+Measures/data=!4m2!3m1!1s0x8640bf134bc2f9d3:0x8ef3f8f72ea525ee,
Mapojeong,,https://www.google.com/maps/place/Mapojeong/data=!4m2!3m1!1s0x8640b98d2a324d85:0x44b11d964455683f,
Daily Gather,,https://www.google.com/maps/place/Daily+Gather/data=!4m2!3m1!1s0x8640c54dfdb44a83:0x8ea1120f5bffb992,
Lyric Market,,https://www.google.com/maps/place/Lyric+Market/data=!4m2!3m1!1s0x8640bf6ed3632957:0xdfac2025881cd181,
LaPasha Lounge & Grill,,https://www.google.com/maps/place/LaPasha+Lounge+%26+Grill/data=!4m2!3m1!1s0x8640dd0c93653e6f:0x2de5b6f02b707c9a,
Miami Nightz,,https://www.google.com/maps/place/Miami+Nightz/data=!4m2!3m1!1s0x8640db46e2671d63:0xaa1569b351e6264,
How to Survive on Land & Sea,,https://www.google.com/maps/place/How+to+Survive+on+Land+%26+Sea/data=!4m2!3m1!1s0x8640bffc94401f9f:0xfbcc67d29c7e382b,
Toukei,,https://www.google.com/maps/place/Toukei/data=!4m2!3m1!1s0x8640c3c964be7839:0x6a82fa0daff844d1,
Kin Dee,,https://www.google.com/maps/place/Kin+Dee/data=!4m2!3m1!1s0x8640c722360a8e39:0x656fb186b620696d,
Loro,,https://www.google.com/maps/place/Loro/data=!4m2!3m1!1s0x8640c7964f5c7c8f:0x539c1f4e3adf4477,
Coppa Osteria,,https://www.google.com/maps/place/Coppa+Osteria/data=!4m2!3m1!1s0x8640c05dffc2c833:0x138caa54f7646ecb,
The Savoy,,https://www.google.com/maps/place/The+Savoy/data=!4m2!3m1!1s0x8640bf17379170dd:0x80d857c74c3da4,
Blue Sushi Sake Grill,,https://www.google.com/maps/place/Blue+Sushi+Sake+Grill/data=!4m2!3m1!1s0x8640c76d05389445:0x24ab378e17ebeb97,
BORI,,https://www.google.com/maps/place/BORI/data=!4m2!3m1!1s0x8640c4e9d8f00001:0x4f961360a1df25b2,
Trendy Dumpling,,https://www.google.com/maps/place/Trendy+Dumpling/data=!4m2!3m1!1s0x8640c1dc97b905ed:0x9e7ab91482679e33,
Wanna Bao,,https://www.google.com/maps/place/Wanna+Bao/data=!4m2!3m1!1s0x8640bf2a338ad7e5:0xcc7edeb1a514ffd5,
Bloom & Bee,,https://www.google.com/maps/place/Bloom+%26+Bee/data=!4m2!3m1!1s0x8640c147537a8195:0xf627b0ab89c8d03f,
Popfancy Dessert Bar,,https://www.google.com/maps/place/Popfancy+Dessert+Bar/data=!4m2!3m1!1s0x8640c3c726f4aa13:0x3344f20cfa7e2c7a,
Parkerz,,https://www.google.com/maps/place/Parkerz/data=!4m2!3m1!1s0x8640dd8fdbbd88ef:0xa50cbd149bdc1b68,
Mico's Hot Chicken,,https://www.google.com/maps/place/Mico's+Hot+Chicken/data=!4m2!3m1!1s0x8640c752c0043ea9:0xc91ef37da3004dfa,
That Funnel Cake Place,,https://www.google.com/maps/place/That+Funnel+Cake+Place/data=!4m2!3m1!1s0x864095910cb59e09:0x4e48d3092f9d6d3a,
Bungalow,,https://www.google.com/maps/place/Bungalow/data=!4m2!3m1!1s0x8640bfe1d8062c53:0xf7ee9544b89e52,
Liberty Kitchen & Oysterette-Memorial,,https://www.google.com/maps/place/Liberty+Kitchen+%26+Oysterette-Memorial/data=!4m2!3m1!1s0x8640c491bd66b593:0xb15008552e624bd1,
Carrabba's - The Original on Voss,,https://www.google.com/maps/place/Carrabba's+-+The+Original+on+Voss/data=!4m2!3m1!1s0x8640c392f754dc67:0xd27916705d6b0742,
Grinder's Coffee Bar,,https://www.google.com/maps/place/Grinder's+Coffee+Bar/data=!4m2!3m1!1s0x8640c1f4e810494d:0x29d7819571f4462c,
Guard and Grace,,https://www.google.com/maps/place/Guard+and+Grace/data=!4m2!3m1!1s0x8640bf38fda680f5:0x9e47e7188d9179e0,
Rainbow Lodge,,https://www.google.com/maps/place/Rainbow+Lodge/data=!4m2!3m1!1s0x8640c71b4934fb5b:0xd59311700df47911,
Tony's,,https://www.google.com/maps/place/Tony's/data=!4m2!3m1!1s0x8640c10287388dfb:0x3192e4748bbf574,
Kata Robata,,https://www.google.com/maps/place/Kata+Robata/data=!4m2!3m1!1s0x8640c0f233eb408f:0xabdf876a640e519a,
The Brass Tap,,https://www.google.com/maps/place/The+Brass+Tap/data=!4m2!3m1!1s0x8640bf00d1e26ae9:0x931c63f3938f5ff8,
The Locker Room,,https://www.google.com/maps/place/The+Locker+Room/data=!4m2!3m1!1s0x8640bf7a0d6b9d59:0x1eb2aa0d294d0951,
Hi Trendy Dumpling,,https://www.google.com/maps/place/Hi+Trendy+Dumpling/data=!4m2!3m1!1s0x8640c7235bc79aab:0xc250834810790b98,
Davis Street at Hermann Park,,https://www.google.com/maps/place/Davis+Street+at+Hermann+Park/data=!4m2!3m1!1s0x8640bf9a7e0591d5:0xf9922abd9f081d2c,
Kulture,,https://www.google.com/maps/place/Kulture/data=!4m2!3m1!1s0x8640bf215c55d09b:0xd2dba8bfbeb52b22,
Happy Lamb Hot Pot,,https://www.google.com/maps/place/Happy+Lamb+Hot+Pot/data=!4m2!3m1!1s0x8640c3dbbf1832c3:0xc1a54123cd87f407,
Tacos Doña Lena,,https://www.google.com/maps/place/Tacos+Do%C3%B1a+Lena/data=!4m2!3m1!1s0x8640c5a2dd5e7b01:0xfe8f558b7efb1a6a,
JINYA Ramen Bar - Houston Mid Town,,https://www.google.com/maps/place/JINYA+Ramen+Bar+-+Houston+Mid+Town/data=!4m2!3m1!1s0x8640bf6ec7ca13b3:0x44adbf79b7580c3,
Jollibee,,https://www.google.com/maps/place/Jollibee/data=!4m2!3m1!1s0x8640bf39cfecca89:0x9de5b336d75bb3,
Burns Original BBQ,,https://www.google.com/maps/place/Burns+Original+BBQ/data=!4m2!3m1!1s0x864146814f41b499:0xb8ec9fe8efdfa24f,
Domain,,https://www.google.com/maps/place/Domain/data=!4m2!3m1!1s0x8640c37deae7a5a5:0x3ba7350315025742,
Hungry's,,https://www.google.com/maps/place/Hungry's/data=!4m2!3m1!1s0x8640c06740ed3f19:0x44ba84aebfc0fce2,
Sixty Vines,,https://www.google.com/maps/place/Sixty+Vines/data=!4m2!3m1!1s0x8640c05d02a1f8d3:0x3c870a38b6b747a2,
Wild,,https://www.google.com/maps/place/Wild/data=!4m2!3m1!1s0x8640c794174f2bb1:0x459b59294535b4b1,
The Greasy Spoon,,https://www.google.com/maps/place/The+Greasy+Spoon/data=!4m2!3m1!1s0x8640cb25c4ff652f:0x20f7a171a3c8900f,
Yokushi Robata,,https://www.google.com/maps/place/Yokushi+Robata/data=!4m2!3m1!1s0x8640c103a0243c4d:0xe861a0c9d43c79aa,
Piggy's Kitchen & Bar,,https://www.google.com/maps/place/Piggy's+Kitchen+%26+Bar/data=!4m2!3m1!1s0x8640c0a5097cf55f:0xf4499e1d46c84dac,
Daiq's,,https://www.google.com/maps/place/Daiq's/data=!4m2!3m1!1s0x8640c306573878d7:0x6b8d918a7a45275,
Northern pasta,,https://www.google.com/maps/place/Northern+pasta/data=!4m2!3m1!1s0x8640c394dc562c0b:0xf39b311da6a63da2,
JOEY Uptown,,https://www.google.com/maps/place/JOEY+Uptown/data=!4m2!3m1!1s0x8640c17b8639c2e3:0x428d695fdbf3d835,
Toulouse,,https://www.google.com/maps/place/Toulouse/data=!4m2!3m1!1s0x8640c114518509c1:0xdb44e379bd7ec7e6,
Be More Pacific,,https://www.google.com/maps/place/Be+More+Pacific/data=!4m2!3m1!1s0x8640c7cc372a3f4b:0xaea2009a478c56ac,
"NoPo Café, Market & Bar",,"https://www.google.com/maps/place/NoPo+Caf%C3%A9,+Market+%26+Bar/data=!4m2!3m1!1s0x8640c722ab1e6cb5:0x106d273ae750ebfe",
Aga's Restaurant & Catering,,https://www.google.com/maps/place/Aga's+Restaurant+%26+Catering/data=!4m2!3m1!1s0x8640e75711f17f67:0xfd500a82322aec1,
Alamo Tamales & Taco,,https://www.google.com/maps/place/Alamo+Tamales+%26+Taco/data=!4m2!3m1!1s0x8640b8464286dc33:0x7c55b6cd33c625b3,
Grooves of Houston,,https://www.google.com/maps/place/Grooves+of+Houston/data=!4m2!3m1!1s0x8640bf1bba89c5d5:0xe107b4dd6d4f1dbf,
Kiss,,https://www.google.com/maps/place/Kiss/data=!4m2!3m1!1s0x8640bf80262dd593:0xb3b7296c545ea349,
Flora,,https://www.google.com/maps/place/Flora/data=!4m2!3m1!1s0x8640c19d9e89e5cb:0xf526b600b15a9e3e,
Slowpokes,,https://www.google.com/maps/place/Slowpokes/data=!4m2!3m1!1s0x8640c1fb5d2c1783:0x94bb122c1b92e8e5,
Winnie's,,https://www.google.com/maps/place/Winnie's/data=!4m2!3m1!1s0x8640bf2eec006d69:0x8d302091afccc677,
Leeland House,,https://www.google.com/maps/place/Leeland+House/data=!4m2!3m1!1s0x8640bf193b36e3d1:0xfbebfea40d901305,
Bosscat Kitchen & Libations,,https://www.google.com/maps/place/Bosscat+Kitchen+%26+Libations/data=!4m2!3m1!1s0x8640c116bc6e1dc3:0xab2cb8b5e6969183,
Niko Niko's,,https://www.google.com/maps/place/Niko+Niko's/data=!4m2!3m1!1s0x8640bf604f9822f9:0x3134e020c48fe63,
Loch Bar,,https://www.google.com/maps/place/Loch+Bar/data=!4m2!3m1!1s0x8640c16a0ab295d3:0xb4acfdb83697cdda,
Urban Eats,,https://www.google.com/maps/place/Urban+Eats/data=!4m2!3m1!1s0x8640c0aa8fd46d9f:0x661becb6a937a528,
Postino Heights,,https://www.google.com/maps/place/Postino+Heights/data=!4m2!3m1!1s0x8640c757582e1517:0x413d0ae48df6e53a,
Dog Haus Biergarten,,https://www.google.com/maps/place/Dog+Haus+Biergarten/data=!4m2!3m1!1s0x8640d1bf73b32e41:0xd54078fbe0f1c699,
The Warwick,,https://www.google.com/maps/place/The+Warwick/data=!4m2!3m1!1s0x8640c3b1ef02c0b9:0x5c71da74060b46d2,
Good Dog Houston,,https://www.google.com/maps/place/Good+Dog+Houston/data=!4m2!3m1!1s0x8640b8a43b0a4f1b:0xb8f01e4f32123d06,
Bar 5015,,https://www.google.com/maps/place/Bar+5015/data=!4m2!3m1!1s0x8640bf9e78e2f4c5:0x351235b19dc81241,
Thirteen,,https://www.google.com/maps/place/Thirteen/data=!4m2!3m1!1s0x8640bf40fe700001:0x840323129eb0d546,
Dak & Bop,,https://www.google.com/maps/place/Dak+%26+Bop/data=!4m2!3m1!1s0x8640c7da19256b7d:0x8f3848134cb50c3b,
MAD,,https://www.google.com/maps/place/MAD/data=!4m2!3m1!1s0x8640c1b4a886b28d:0xbf385d9eb0d0e116,
51fifteen Cuisine & Cocktail,,https://www.google.com/maps/place/51fifteen+Cuisine+%26+Cocktail/data=!4m2!3m1!1s0x8640c168d3d5f359:0xf552534d384f69c4,
Bludorn,,https://www.google.com/maps/place/Bludorn/data=!4m2!3m1!1s0x8640bf231d09c341:0xd895a3e812998521,
Acadian Coast,,https://www.google.com/maps/place/Acadian+Coast/data=!4m2!3m1!1s0x8640bf1cf43a2ab3:0x2646ac1812c5bc96,
Rosalie Italian Soul,,https://www.google.com/maps/place/Rosalie+Italian+Soul/data=!4m2!3m1!1s0x8640bfaa9429539b:0x882c35ea2ca6048e,
Lucille's,,https://www.google.com/maps/place/Lucille's/data=!4m2!3m1!1s0x8640bf82ef48b6db:0xfd5b518446be8ada,
Brenner's on the Bayou,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8640c0c8acda771b:0x1b3664aceb37b379,
Traveler's Table,,https://www.google.com/maps/place/Traveler's+Table/data=!4m2!3m1!1s0x8640bfe5c3fbc549:0xb81e2792cc19959c,
Ragin' Cajun,,https://www.google.com/maps/place/Ragin'+Cajun/data=!4m2!3m1!1s0x8640c10e4d16e453:0xe0786c2dd49d4a79,
Two Hands Seoul Fresh Corn Dogs,,https://www.google.com/maps/place/Two+Hands+Seoul+Fresh+Corn+Dogs/data=!4m2!3m1!1s0x8640c36c674a121d:0x11b3cd67113966ce,
District 7 Grill Midtown,,https://www.google.com/maps/place/District+7+Grill+Midtown/data=!4m2!3m1!1s0x8640bf4050472749:0xeb0b836c1c4c75f3,
Prey,,https://www.google.com/maps/place/Prey/data=!4m2!3m1!1s0x8640c11ce7881213:0xe5823c655d65481a,
Shabu²,,https://www.google.com/maps/place/Shabu%C2%B2/data=!4m2!3m1!1s0x8640c3b28e78f2b1:0x146281d9c799967c,
Pistolero's,,https://www.google.com/maps/place/Pistolero's/data=!4m2!3m1!1s0x8640c09c1ddab77d:0xe107d8aa48eb8329,
Trez,,https://www.google.com/maps/place/Trez/data=!4m2!3m1!1s0x8640bf55c9942e79:0x5036a29a54c7d2c2,
Phil & Derek's Restaurant,,https://www.google.com/maps/place/Phil+%26+Derek's+Restaurant/data=!4m2!3m1!1s0x8640c0ef375840b1:0x1b69c51718572e79,
Caracol Restaurant,,https://www.google.com/maps/place/Caracol+Restaurant/data=!4m2!3m1!1s0x8640c16a2eeeaf89:0x143520b56c481f4e,
Twisted Grilled Cheese,,https://www.google.com/maps/place/Twisted+Grilled+Cheese/data=!4m2!3m1!1s0x8640c1d70936965f:0xf1347d3c74d47419,
Railway Heights Market (Food Hall),,https://www.google.com/maps/place/Railway+Heights+Market+(Food+Hall)/data=!4m2!3m1!1s0x8640c7939fe87395:0xcbfdb7bbe67c8a21,
The Breakfast Klub,,https://www.google.com/maps/place/The+Breakfast+Klub/data=!4m2!3m1!1s0x8640bf6e322243ff:0x91e524d14dc4b5af,
ChocolatZeina,,https://www.google.com/maps/place/ChocolatZeina/data=!4m2!3m1!1s0x8640c38bab63929b:0x1310df48aff1fb7c,
State Fare Kitchen & Bar,,https://www.google.com/maps/place/State+Fare+Kitchen+%26+Bar/data=!4m2!3m1!1s0x8640c4beaf6b312f:0x9ff7839c0dd6b5b5,
Lost & Found,,https://www.google.com/maps/place/Lost+%26+Found/data=!4m2!3m1!1s0x8640bf974810ecdb:0xd45be6a6295cbc11,
